MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
france24.com,WI,16322,27
dailytelegraph.com.au,WI,16322,7
theguardian.com,WI,16322,11
chinadaily.com.cn,WI,16322,3
thejakartapost.com,WI,16322,5
kenyastar.com,WI,16322,3
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,FK,1511,1
washingtonpost.com,FK,1511,4
thejakartapost.com,ID,972649,66781
kenyastar.com,ID,972649,101
dailytelegraph.com.au,ID,972649,4094
france24.com,ID,972649,1351
washingtonpost.com,ID,972649,2584
japantimes.co.jp,ID,972649,1291
chinadaily.com.cn,ID,972649,853
gulfnews.com,ID,972649,1766
theguardian.com,ID,972649,2201
thehindu.com,ID,972649,1114
timesofisrael.com,ID,972649,208
rt.com,ID,972649,253
washingtonpost.com,LY,530590,3459
rt.com,LY,530590,1249
france24.com,LY,530590,2475
gulfnews.com,LY,530590,2489
japantimes.co.jp,LY,530590,1111
theguardian.com,LY,530590,2042
dailytelegraph.com.au,LY,530590,377
thehindu.com,LY,530590,648
thejakartapost.com,LY,530590,241
chinadaily.com.cn,LY,530590,255
timesofisrael.com,LY,530590,626
kenyastar.com,LY,530590,113
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,IV,66893,180
washingtonpost.com,IV,66893,343
france24.com,IV,66893,482
gulfnews.com,IV,66893,183
kenyastar.com,IV,66893,166
japantimes.co.jp,IV,66893,26
dailytelegraph.com.au,IV,66893,67
thehindu.com,IV,66893,65
timesofisrael.com,IV,66893,13
thejakartapost.com,IV,66893,21
rt.com,IV,66893,11
chinadaily.com.cn,IV,66893,19
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
chinadaily.com.cn,TP,3087,23
japantimes.co.jp,TP,3087,5
thehindu.com,TP,3087,7
washingtonpost.com,TP,3087,10
gulfnews.com,TP,3087,5
france24.com,TP,3087,3
thejakartapost.com,TP,3087,5
dailytelegraph.com.au,TP,3087,2
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
chinadaily.com.cn,AU,393200,244
thejakartapost.com,AU,393200,308
japantimes.co.jp,AU,393200,470
theguardian.com,AU,393200,1013
thehindu.com,AU,393200,358
timesofisrael.com,AU,393200,1000
rt.com,AU,393200,903
washingtonpost.com,AU,393200,1678
gulfnews.com,AU,393200,1061
france24.com,AU,393200,1185
dailytelegraph.com.au,AU,393200,398
kenyastar.com,AU,393200,43
washingtonpost.com,GZ,68017,184
timesofisrael.com,GZ,68017,1063
gulfnews.com,GZ,68017,154
japantimes.co.jp,GZ,68017,46
thehindu.com,GZ,68017,56
thejakartapost.com,GZ,68017,23
rt.com,GZ,68017,46
france24.com,GZ,68017,205
theguardian.com,GZ,68017,32
chinadaily.com.cn,GZ,68017,23
dailytelegraph.com.au,GZ,68017,5
kenyastar.com,GZ,68017,4
thehindu.com,PK,3495626,17244
gulfnews.com,PK,3495626,14421
washingtonpost.com,PK,3495626,6490
chinadaily.com.cn,PK,3495626,1122
theguardian.com,PK,3495626,2769
france24.com,PK,3495626,2139
timesofisrael.com,PK,3495626,773
dailytelegraph.com.au,PK,3495626,668
japantimes.co.jp,PK,3495626,1119
thejakartapost.com,PK,3495626,979
kenyastar.com,PK,3495626,327
rt.com,PK,3495626,839
theguardian.com,SA,1506766,2719
japantimes.co.jp,SA,1506766,1508
thejakartapost.com,SA,1506766,1681
dailytelegraph.com.au,SA,1506766,850
gulfnews.com,SA,1506766,11251
france24.com,SA,1506766,3912
timesofisrael.com,SA,1506766,3333
rt.com,SA,1506766,2781
washingtonpost.com,SA,1506766,5693
thehindu.com,SA,1506766,2702
chinadaily.com.cn,SA,1506766,728
kenyastar.com,SA,1506766,138
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,BL,71578,388
gulfnews.com,BL,71578,77
theguardian.com,BL,71578,236
dailytelegraph.com.au,BL,71578,106
france24.com,BL,71578,202
timesofisrael.com,BL,71578,25
rt.com,BL,71578,60
chinadaily.com.cn,BL,71578,34
thehindu.com,BL,71578,86
thejakartapost.com,BL,71578,22
japantimes.co.jp,BL,71578,56
kenyastar.com,BL,71578,9
theguardian.com,BM,362434,900
dailytelegraph.com.au,BM,362434,145
gulfnews.com,BM,362434,978
france24.com,BM,362434,513
thejakartapost.com,BM,362434,516
washingtonpost.com,BM,362434,1815
timesofisrael.com,BM,362434,42
thehindu.com,BM,362434,623
japantimes.co.jp,BM,362434,522
chinadaily.com.cn,BM,362434,206
rt.com,BM,362434,28
kenyastar.com,BM,362434,26
timesofisrael.com,CA,4162240,1715
thehindu.com,CA,4162240,1360
theguardian.com,CA,4162240,5446
chinadaily.com.cn,CA,4162240,1335
gulfnews.com,CA,4162240,2973
rt.com,CA,4162240,981
washingtonpost.com,CA,4162240,6828
japantimes.co.jp,CA,4162240,1579
dailytelegraph.com.au,CA,4162240,1480
france24.com,CA,4162240,1737
kenyastar.com,CA,4162240,238
thejakartapost.com,CA,4162240,699
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,CT,81686,657
thehindu.com,CT,81686,51
thejakartapost.com,CT,81686,72
japantimes.co.jp,CT,81686,100
france24.com,CT,81686,397
gulfnews.com,CT,81686,191
theguardian.com,CT,81686,229
chinadaily.com.cn,CT,81686,28
dailytelegraph.com.au,CT,81686,24
kenyastar.com,CT,81686,25
timesofisrael.com,CT,81686,29
rt.com,CT,81686,31
washingtonpost.com,NE,2153,3
dailytelegraph.com.au,NE,2153,2
timesofisrael.com,UZ,122125,46
dailytelegraph.com.au,UZ,122125,19
france24.com,UZ,122125,111
rt.com,UZ,122125,64
washingtonpost.com,UZ,122125,191
theguardian.com,UZ,122125,210
chinadaily.com.cn,UZ,122125,232
thehindu.com,UZ,122125,141
gulfnews.com,UZ,122125,95
kenyastar.com,UZ,122125,25
japantimes.co.jp,UZ,122125,83
thejakartapost.com,UZ,122125,18
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
france24.com,GB,26056,218
chinadaily.com.cn,GB,26056,12
gulfnews.com,GB,26056,96
thehindu.com,GB,26056,15
japantimes.co.jp,GB,26056,16
theguardian.com,GB,26056,78
washingtonpost.com,GB,26056,96
kenyastar.com,GB,26056,15
timesofisrael.com,GB,26056,2
rt.com,GB,26056,3
dailytelegraph.com.au,GB,26056,11
thejakartapost.com,GB,26056,4
washingtonpost.com,MT,212230,255
dailytelegraph.com.au,MT,212230,114
theguardian.com,MT,212230,316
france24.com,MT,212230,197
rt.com,MT,212230,44
gulfnews.com,MT,212230,134
japantimes.co.jp,MT,212230,55
chinadaily.com.cn,MT,212230,25
thehindu.com,MT,212230,44
timesofisrael.com,MT,212230,37
thejakartapost.com,MT,212230,24
kenyastar.com,MT,212230,7
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
thejakartapost.com,BR,603735,402
france24.com,BR,603735,2466
chinadaily.com.cn,BR,603735,959
gulfnews.com,BR,603735,1478
washingtonpost.com,BR,603735,3378
japantimes.co.jp,BR,603735,661
dailytelegraph.com.au,BR,603735,691
theguardian.com,BR,603735,1886
rt.com,BR,603735,568
timesofisrael.com,BR,603735,464
thehindu.com,BR,603735,602
kenyastar.com,BR,603735,188
dailytelegraph.com.au,KZ,192051,67
washingtonpost.com,KZ,192051,308
chinadaily.com.cn,KZ,192051,512
thehindu.com,KZ,192051,270
rt.com,KZ,192051,245
thejakartapost.com,KZ,192051,57
theguardian.com,KZ,192051,197
france24.com,KZ,192051,275
japantimes.co.jp,KZ,192051,94
gulfnews.com,KZ,192051,317
timesofisrael.com,KZ,192051,151
kenyastar.com,KZ,192051,21
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,BY,149896,962
france24.com,BY,149896,757
gulfnews.com,BY,149896,365
theguardian.com,BY,149896,627
dailytelegraph.com.au,BY,149896,77
timesofisrael.com,BY,149896,60
thehindu.com,BY,149896,53
kenyastar.com,BY,149896,77
japantimes.co.jp,BY,149896,72
chinadaily.com.cn,BY,149896,29
thejakartapost.com,BY,149896,43
rt.com,BY,149896,12
theguardian.com,HO,84820,373
dailytelegraph.com.au,HO,84820,54
washingtonpost.com,HO,84820,542
thejakartapost.com,HO,84820,33
france24.com,HO,84820,176
japantimes.co.jp,HO,84820,46
gulfnews.com,HO,84820,51
chinadaily.com.cn,HO,84820,16
timesofisrael.com,HO,84820,24
thehindu.com,HO,84820,30
rt.com,HO,84820,26
kenyastar.com,HO,84820,5
dailytelegraph.com.au,NC,6746,60
timesofisrael.com,NC,6746,7
france24.com,NC,6746,2
japantimes.co.jp,NC,6746,2
theguardian.com,NC,6746,24
washingtonpost.com,NC,6746,3
thehindu.com,NC,6746,1
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,VT,61996,335
theguardian.com,VT,61996,108
gulfnews.com,VT,61996,118
japantimes.co.jp,VT,61996,53
rt.com,VT,61996,33
thejakartapost.com,VT,61996,52
france24.com,VT,61996,68
kenyastar.com,VT,61996,1
dailytelegraph.com.au,VT,61996,16
timesofisrael.com,VT,61996,57
thehindu.com,VT,61996,30
chinadaily.com.cn,VT,61996,2
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
japantimes.co.jp,EN,103002,67
theguardian.com,EN,103002,148
gulfnews.com,EN,103002,99
rt.com,EN,103002,339
france24.com,EN,103002,198
thehindu.com,EN,103002,61
washingtonpost.com,EN,103002,239
dailytelegraph.com.au,EN,103002,18
chinadaily.com.cn,EN,103002,68
timesofisrael.com,EN,103002,24
thejakartapost.com,EN,103002,12
kenyastar.com,EN,103002,3
theguardian.com,GK,27563,67
gulfnews.com,GK,27563,4
washingtonpost.com,GK,27563,5
kenyastar.com,GK,27563,3
rt.com,GK,27563,4
thehindu.com,GK,27563,1
timesofisrael.com,GK,27563,2
washingtonpost.com,GT,114786,973
france24.com,GT,114786,348
kenyastar.com,GT,114786,63
thehindu.com,GT,114786,49
theguardian.com,GT,114786,378
dailytelegraph.com.au,GT,114786,44
japantimes.co.jp,GT,114786,78
timesofisrael.com,GT,114786,61
gulfnews.com,GT,114786,137
rt.com,GT,114786,31
thejakartapost.com,GT,114786,51
chinadaily.com.cn,GT,114786,2
washingtonpost.com,MD,74674,373
chinadaily.com.cn,MD,74674,14
rt.com,MD,74674,106
timesofisrael.com,MD,74674,52
theguardian.com,MD,74674,71
dailytelegraph.com.au,MD,74674,20
gulfnews.com,MD,74674,37
france24.com,MD,74674,66
japantimes.co.jp,MD,74674,9
thejakartapost.com,MD,74674,6
thehindu.com,MD,74674,4
kenyastar.com,MD,74674,4
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,IO,725,28
thehindu.com,IO,725,4
theguardian.com,RB,132112,216
washingtonpost.com,RB,132112,497
rt.com,RB,132112,218
thejakartapost.com,RB,132112,51
france24.com,RB,132112,399
japantimes.co.jp,RB,132112,95
chinadaily.com.cn,RB,132112,81
timesofisrael.com,RB,132112,53
gulfnews.com,RB,132112,132
dailytelegraph.com.au,RB,132112,55
thehindu.com,RB,132112,26
kenyastar.com,RB,132112,14
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
japantimes.co.jp,GJ,35792,10
theguardian.com,GJ,35792,39
timesofisrael.com,GJ,35792,6
washingtonpost.com,GJ,35792,54
thehindu.com,GJ,35792,20
kenyastar.com,GJ,35792,1
dailytelegraph.com.au,GJ,35792,6
france24.com,GJ,35792,2
gulfnews.com,GJ,35792,11
thejakartapost.com,GJ,35792,1
france24.com,SP,897455,2938
washingtonpost.com,SP,897455,4094
thejakartapost.com,SP,897455,410
dailytelegraph.com.au,SP,897455,803
kenyastar.com,SP,897455,95
japantimes.co.jp,SP,897455,795
theguardian.com,SP,897455,3342
gulfnews.com,SP,897455,1587
chinadaily.com.cn,SP,897455,509
timesofisrael.com,SP,897455,949
thehindu.com,SP,897455,630
rt.com,SP,897455,840
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,BH,119036,63
washingtonpost.com,BH,119036,85
gulfnews.com,BH,119036,19
thehindu.com,BH,119036,5
france24.com,BH,119036,11
rt.com,BH,119036,8
japantimes.co.jp,BH,119036,17
timesofisrael.com,BH,119036,5
dailytelegraph.com.au,BH,119036,19
thejakartapost.com,BH,119036,2
japantimes.co.jp,EC,119786,78
gulfnews.com,EC,119786,180
dailytelegraph.com.au,EC,119786,201
washingtonpost.com,EC,119786,520
chinadaily.com.cn,EC,119786,302
france24.com,EC,119786,210
rt.com,EC,119786,95
thejakartapost.com,EC,119786,52
timesofisrael.com,EC,119786,69
thehindu.com,EC,119786,88
theguardian.com,EC,119786,353
kenyastar.com,EC,119786,4
gulfnews.com,ES,89685,75
washingtonpost.com,ES,89685,1061
thejakartapost.com,ES,89685,40
theguardian.com,ES,89685,341
france24.com,ES,89685,106
thehindu.com,ES,89685,28
japantimes.co.jp,ES,89685,79
rt.com,ES,89685,30
dailytelegraph.com.au,ES,89685,71
timesofisrael.com,ES,89685,38
kenyastar.com,ES,89685,9
chinadaily.com.cn,ES,89685,15
timesofisrael.com,IR,2528883,14709
washingtonpost.com,IR,2528883,14501
theguardian.com,IR,2528883,5622
dailytelegraph.com.au,IR,2528883,1291
france24.com,IR,2528883,5640
gulfnews.com,IR,2528883,9540
thejakartapost.com,IR,2528883,1434
japantimes.co.jp,IR,2528883,2850
thehindu.com,IR,2528883,2803
rt.com,IR,2528883,3314
chinadaily.com.cn,IR,2528883,1182
kenyastar.com,IR,2528883,772
washingtonpost.com,MO,228651,899
rt.com,MO,228651,76
gulfnews.com,MO,228651,894
france24.com,MO,228651,779
thehindu.com,MO,228651,178
dailytelegraph.com.au,MO,228651,149
kenyastar.com,MO,228651,96
theguardian.com,MO,228651,484
timesofisrael.com,MO,228651,414
japantimes.co.jp,MO,228651,139
thejakartapost.com,MO,228651,75
chinadaily.com.cn,MO,228651,88
theguardian.com,NR,33224,1448
dailytelegraph.com.au,NR,33224,395
japantimes.co.jp,NR,33224,33
timesofisrael.com,NR,33224,1
gulfnews.com,NR,33224,150
france24.com,NR,33224,37
washingtonpost.com,NR,33224,69
thejakartapost.com,NR,33224,47
rt.com,NR,33224,31
thehindu.com,NR,33224,19
chinadaily.com.cn,NR,33224,3
kenyastar.com,NR,33224,5
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
timesofisrael.com,VI,13677,8
france24.com,VI,13677,20
theguardian.com,VI,13677,63
washingtonpost.com,VI,13677,19
dailytelegraph.com.au,VI,13677,5
rt.com,VI,13677,7
thejakartapost.com,VI,13677,7
gulfnews.com,VI,13677,9
thehindu.com,VI,13677,4
japantimes.co.jp,VI,13677,2
chinadaily.com.cn,VI,13677,2
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
thehindu.com,PO,211090,369
france24.com,PO,211090,502
washingtonpost.com,PO,211090,783
thejakartapost.com,PO,211090,64
theguardian.com,PO,211090,580
dailytelegraph.com.au,PO,211090,202
rt.com,PO,211090,76
gulfnews.com,PO,211090,368
timesofisrael.com,PO,211090,184
kenyastar.com,PO,211090,11
japantimes.co.jp,PO,211090,127
chinadaily.com.cn,PO,211090,165
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,MR,28881,117
timesofisrael.com,MR,28881,30
gulfnews.com,MR,28881,97
japantimes.co.jp,MR,28881,47
france24.com,MR,28881,90
washingtonpost.com,MR,28881,108
dailytelegraph.com.au,MR,28881,6
kenyastar.com,MR,28881,3
chinadaily.com.cn,MR,28881,16
rt.com,MR,28881,10
thehindu.com,MR,28881,7
washingtonpost.com,VE,357396,2598
france24.com,VE,357396,2251
rt.com,VE,357396,341
theguardian.com,VE,357396,652
gulfnews.com,VE,357396,902
thehindu.com,VE,357396,269
japantimes.co.jp,VE,357396,390
chinadaily.com.cn,VE,357396,159
timesofisrael.com,VE,357396,149
dailytelegraph.com.au,VE,357396,92
kenyastar.com,VE,357396,44
thejakartapost.com,VE,357396,95
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,MB,3825,4
theguardian.com,MB,3825,5
timesofisrael.com,MB,3825,3
gulfnews.com,MB,3825,2
thehindu.com,MB,3825,1
thejakartapost.com,MB,3825,1
france24.com,MB,3825,3
rt.com,MB,3825,1
chinadaily.com.cn,MB,3825,1
kenyastar.com,OD,232300,1065
chinadaily.com.cn,OD,232300,157
france24.com,OD,232300,525
gulfnews.com,OD,232300,310
dailytelegraph.com.au,OD,232300,52
washingtonpost.com,OD,232300,1270
theguardian.com,OD,232300,507
japantimes.co.jp,OD,232300,324
thehindu.com,OD,232300,199
timesofisrael.com,OD,232300,56
thejakartapost.com,OD,232300,61
rt.com,OD,232300,25
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,ZA,275364,122
theguardian.com,ZA,275364,130
gulfnews.com,ZA,275364,71
thehindu.com,ZA,275364,21
france24.com,ZA,275364,105
kenyastar.com,ZA,275364,41
chinadaily.com.cn,ZA,275364,53
rt.com,ZA,275364,12
timesofisrael.com,ZA,275364,8
dailytelegraph.com.au,ZA,275364,41
japantimes.co.jp,ZA,275364,6
thejakartapost.com,ZA,275364,7
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,SF,2115270,2591
theguardian.com,SF,2115270,2816
thejakartapost.com,SF,2115270,298
timesofisrael.com,SF,2115270,545
france24.com,SF,2115270,1767
chinadaily.com.cn,SF,2115270,803
thehindu.com,SF,2115270,1123
gulfnews.com,SF,2115270,1984
japantimes.co.jp,SF,2115270,344
dailytelegraph.com.au,SF,2115270,702
kenyastar.com,SF,2115270,1171
rt.com,SF,2115270,236
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,KR,10467,37
theguardian.com,KR,10467,45
japantimes.co.jp,KR,10467,37
dailytelegraph.com.au,KR,10467,14
gulfnews.com,KR,10467,15
france24.com,KR,10467,4
thejakartapost.com,KR,10467,15
thehindu.com,KR,10467,3
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,TZ,287883,520
france24.com,TZ,287883,178
washingtonpost.com,TZ,287883,488
kenyastar.com,TZ,287883,349
rt.com,TZ,287883,21
thehindu.com,TZ,287883,266
dailytelegraph.com.au,TZ,287883,88
chinadaily.com.cn,TZ,287883,70
gulfnews.com,TZ,287883,211
thejakartapost.com,TZ,287883,25
timesofisrael.com,TZ,287883,24
japantimes.co.jp,TZ,287883,45
washingtonpost.com,WA,150396,95
thehindu.com,WA,150396,82
dailytelegraph.com.au,WA,150396,31
kenyastar.com,WA,150396,23
theguardian.com,WA,150396,88
chinadaily.com.cn,WA,150396,60
gulfnews.com,WA,150396,27
timesofisrael.com,WA,150396,13
france24.com,WA,150396,35
rt.com,WA,150396,6
japantimes.co.jp,WA,150396,19
thejakartapost.com,WA,150396,7
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,AQ,8624,65
thejakartapost.com,AQ,8624,8
timesofisrael.com,AQ,8624,3
thehindu.com,AQ,8624,4
japantimes.co.jp,AQ,8624,6
theguardian.com,AQ,8624,5
rt.com,AQ,8624,3
gulfnews.com,AQ,8624,1
france24.com,AQ,8624,2
dailytelegraph.com.au,AQ,8624,2
washingtonpost.com,RS,4271064,25867
japantimes.co.jp,RS,4271064,8229
rt.com,RS,4271064,18990
theguardian.com,RS,4271064,11870
timesofisrael.com,RS,4271064,7647
gulfnews.com,RS,4271064,9330
thehindu.com,RS,4271064,4951
france24.com,RS,4271064,11111
chinadaily.com.cn,RS,4271064,4301
dailytelegraph.com.au,RS,4271064,3542
thejakartapost.com,RS,4271064,2169
kenyastar.com,RS,4271064,913
washingtonpost.com,US,58158596,539899
theguardian.com,US,58158596,95919
dailytelegraph.com.au,US,58158596,27177
timesofisrael.com,US,58158596,41393
japantimes.co.jp,US,58158596,39555
thehindu.com,US,58158596,21206
rt.com,US,58158596,28345
kenyastar.com,US,58158596,3771
chinadaily.com.cn,US,58158596,16636
gulfnews.com,US,58158596,44737
thejakartapost.com,US,58158596,11577
france24.com,US,58158596,24086
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
rt.com,LH,104012,270
timesofisrael.com,LH,104012,262
theguardian.com,LH,104012,175
washingtonpost.com,LH,104012,285
dailytelegraph.com.au,LH,104012,26
japantimes.co.jp,LH,104012,50
thehindu.com,LH,104012,14
chinadaily.com.cn,LH,104012,39
gulfnews.com,LH,104012,93
france24.com,LH,104012,208
thejakartapost.com,LH,104012,26
kenyastar.com,LH,104012,7
gulfnews.com,TS,215273,1145
theguardian.com,TS,215273,940
dailytelegraph.com.au,TS,215273,419
thehindu.com,TS,215273,188
washingtonpost.com,TS,215273,1168
france24.com,TS,215273,1015
japantimes.co.jp,TS,215273,338
rt.com,TS,215273,232
thejakartapost.com,TS,215273,183
timesofisrael.com,TS,215273,506
chinadaily.com.cn,TS,215273,122
kenyastar.com,TS,215273,61
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
france24.com,EK,20183,59
theguardian.com,EK,20183,27
washingtonpost.com,EK,20183,46
gulfnews.com,EK,20183,44
rt.com,EK,20183,14
kenyastar.com,EK,20183,23
chinadaily.com.cn,EK,20183,13
dailytelegraph.com.au,EK,20183,8
thejakartapost.com,EK,20183,4
japantimes.co.jp,EK,20183,7
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
france24.com,AL,116990,233
washingtonpost.com,AL,116990,709
japantimes.co.jp,AL,116990,76
gulfnews.com,AL,116990,106
theguardian.com,AL,116990,123
rt.com,AL,116990,94
dailytelegraph.com.au,AL,116990,28
chinadaily.com.cn,AL,116990,33
timesofisrael.com,AL,116990,72
thehindu.com,AL,116990,14
thejakartapost.com,AL,116990,16
kenyastar.com,AL,116990,3
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
thejakartapost.com,MY,1208132,5180
chinadaily.com.cn,MY,1208132,965
gulfnews.com,MY,1208132,1652
theguardian.com,MY,1208132,1314
thehindu.com,MY,1208132,1444
washingtonpost.com,MY,1208132,1627
japantimes.co.jp,MY,1208132,1171
dailytelegraph.com.au,MY,1208132,1061
rt.com,MY,1208132,297
france24.com,MY,1208132,914
kenyastar.com,MY,1208132,140
timesofisrael.com,MY,1208132,137
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
thehindu.com,IN,7356077,257635
thejakartapost.com,IN,7356077,1275
theguardian.com,IN,7356077,4043
rt.com,IN,7356077,689
washingtonpost.com,IN,7356077,4913
gulfnews.com,IN,7356077,27998
france24.com,IN,7356077,2066
dailytelegraph.com.au,IN,7356077,763
timesofisrael.com,IN,7356077,622
japantimes.co.jp,IN,7356077,1411
chinadaily.com.cn,IN,7356077,946
kenyastar.com,IN,7356077,1626
chinadaily.com.cn,JM,294742,37
thejakartapost.com,JM,294742,21
dailytelegraph.com.au,JM,294742,45
washingtonpost.com,JM,294742,439
france24.com,JM,294742,27
theguardian.com,JM,294742,376
rt.com,JM,294742,41
gulfnews.com,JM,294742,35
timesofisrael.com,JM,294742,56
japantimes.co.jp,JM,294742,45
thehindu.com,JM,294742,21
kenyastar.com,JM,294742,8
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,GM,2337771,12246
dailytelegraph.com.au,GM,2337771,2482
thejakartapost.com,GM,2337771,1710
france24.com,GM,2337771,6842
gulfnews.com,GM,2337771,5102
timesofisrael.com,GM,2337771,6257
thehindu.com,GM,2337771,3158
rt.com,GM,2337771,6411
chinadaily.com.cn,GM,2337771,2560
theguardian.com,GM,2337771,8789
japantimes.co.jp,GM,2337771,2941
kenyastar.com,GM,2337771,405
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,BK,52989,327
gulfnews.com,BK,52989,85
rt.com,BK,52989,46
france24.com,BK,52989,228
theguardian.com,BK,52989,135
dailytelegraph.com.au,BK,52989,22
chinadaily.com.cn,BK,52989,9
timesofisrael.com,BK,52989,45
japantimes.co.jp,BK,52989,25
thehindu.com,BK,52989,10
kenyastar.com,BK,52989,7
thejakartapost.com,BK,52989,12
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
gulfnews.com,AE,580312,32666
washingtonpost.com,AE,580312,1237
chinadaily.com.cn,AE,580312,153
thehindu.com,AE,580312,1459
kenyastar.com,AE,580312,173
japantimes.co.jp,AE,580312,199
dailytelegraph.com.au,AE,580312,320
